original_id,new_id,node_type,node_title,source_path
,ORCCAAXINO4CNZJ,introduction,Introduction,section-isolating-a-linear-variable.ptx
review-linear-equations-and-inequalities,ORCCA0HObnyYfV8,section,Linear Equations and Inequalities Chapter Review,review-linear-equations-and-inequalities.ptx
,ORCCAd7ryUd19k7,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCA7Iheu8wcpY,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAPZ6DLJ6Ng2,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAqZZDDl9wiM,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCA6hTnfabVUa,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAUogL0tlhkk,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAMoS0iktmQH,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAnsNUPS5fCf,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCArM3RcE8QIC,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAufWx4rlBni,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAx2v5LMZABW,exercises,Review Exercises for,review-linear-equations-and-inequalities.ptx
,ORCCA7iyrdCtHGn,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAeldLi0sGa7,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAFneOXGdteh,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCADhhMAAoBQ1,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAtYJ1IqPCrO,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAywfi7Id7WL,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAj0Hon33ubk,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAeLZ0PgoeRM,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAHKSodsQgOG,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAo9iXM0Y4Uz,introduction,Introduction,review-linear-equations-and-inequalities.ptx
chapter-graphing-lines,ORCCA5hHUoFkjo6,chapter,Graphing Lines,chapter-graphing-lines.ptx
,ORCCAb9OZEOhCK0,introduction,Introduction,chapter-graphing-lines.ptx
section-cartesian-coordinates,ORCCArFuCmkmzMu,section,Cartesian Coordinates,section-cartesian-coordinates.ptx
,ORCCAGmNWo7FUH8,introduction,Introduction,section-cartesian-coordinates.ptx
,ORCCAuV4iZSITxc,exercises,,section-cartesian-coordinates.ptx
,ORCCAls8zm5cc0Z,introduction,Introduction,section-cartesian-coordinates.ptx
,ORCCAK1SBTtnaqK,introduction,Introduction,section-cartesian-coordinates.ptx
,ORCCAaur5MTIozJ,introduction,Introduction,section-cartesian-coordinates.ptx
,ORCCA56ft3Am7Y1,introduction,Introduction,section-cartesian-coordinates.ptx
section-graphing-equations,ORCCAJf0tCIqZFo,section,Graphing Equations,section-graphing-equations.ptx
,ORCCAZjK3Ow45FP,introduction,Introduction,section-graphing-equations.ptx
,ORCCArX1Kp5XcEm,exercises,,section-graphing-equations.ptx
,ORCCAQ4z12qfB70,introduction,Introduction,section-graphing-equations.ptx
,ORCCAbGjAtAwc63,introduction,Introduction,section-graphing-equations.ptx
,ORCCAj3gEgctoUO,introduction,Introduction,section-graphing-equations.ptx
section-exploring-two-variable-data-and-rate-of-change,ORCCAowP6B8dkTy,section,Exploring Two-Variable Data and Rate of Change,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAR8yC1y81ui,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAStyZSun838,subsection,Modeling data with two variables,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAOTeiLzVQln,subsection,Patterns in Tables,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCALMOz15OV9O,subsection,Rate of Change,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAWut7w5lrZd,exercises,,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAB6QrwFcz9m,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAaqMkMLlvlf,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCA88G7DOFccH,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAKzKd3YHm7o,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAzuLkSw2QHR,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
section-slope,ORCCAC4O522R0Hb,section,Slope,section-slope.ptx
,ORCCAjXuC4idxYf,introduction,Introduction,section-slope.ptx
,ORCCAGsqnTZPnX3,subsection,What is slope?,section-slope.ptx
subsection-comparing-slopes,ORCCAdPG75txBo0,subsection,Comparing Slopes,section-slope.ptx
,ORCCAhQyuIJAB4D,introduction,Introduction,section-slope.ptx
,ORCCANBG9XAiMVT,subsection,Finding Slope by Two Given Points,section-slope.ptx
,ORCCAX9azcpCKgu,exercises,,section-slope.ptx
,ORCCA90XbwHDVAi,introduction,Introduction,section-slope.ptx
,ORCCANBUVAGbHYe,introduction,Introduction,section-slope.ptx
,ORCCAflDkiudDOR,introduction,Introduction,section-slope.ptx
,ORCCAKo4s91qMa5,introduction,Introduction,section-slope.ptx
,ORCCAFhtSrxG9h2,introduction,Introduction,section-slope.ptx
section-slope-intercept-form,ORCCAUqf7bhmk56,section,Slope-Intercept Form,section-slope-intercept-form.ptx
,ORCCA3Is5Jkn77X,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCAjpOfRV0LsQ,subsection,Slope-Intercept Definition,section-slope-intercept-form.ptx
,ORCCAiHlNpZPmkk,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCAZlPvFRGLwC,subsection,Graphing Slope-Intercept Equations,section-slope-intercept-form.ptx
,ORCCArGKH6MSvZj,subsection,Writing a Slope-Intercept Equation Given a Graph,section-slope-intercept-form.ptx
,ORCCAQKif94NtL6,subsection,Writing a Slope-Intercept Equation Given Two Points,section-slope-intercept-form.ptx
,ORCCAfZodHHwnmA,subsection,Modeling with Slope-Intercept Form,section-slope-intercept-form.ptx
,ORCCAIGmDPckTxz,exercises,,section-slope-intercept-form.ptx
,ORCCA80QClTd6fX,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCA33hE7vruam,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCA3xH7c34cSz,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCAk7r7Nmvyuj,introduction,Introduction,section-slope-intercept-form.ptx
section-point-slope-form,ORCCA6oWhYFXx8D,section,Point-Slope Form,section-point-slope-form.ptx
,ORCCA3RxPWZs55K,introduction,Introduction,section-point-slope-form.ptx
,ORCCAie8ZmTVzIX,subsection,Point-Slope Motivation and Definition,section-point-slope-form.ptx
,ORCCAzZUs51f570,subsection,Using Two Points to Build a Linear Equation,section-point-slope-form.ptx
,ORCCAoVkTCHvxmJ,subsection,Recognizing Point-Slope Form,section-point-slope-form.ptx
,ORCCALFUOGf4zyd,exercises,,section-point-slope-form.ptx
,ORCCAABQPNZqIwR,introduction,Introduction,section-point-slope-form.ptx
,ORCCAhI6BvvklBH,introduction,Introduction,section-point-slope-form.ptx
,ORCCABBOiwLXlEi,introduction,Introduction,section-point-slope-form.ptx
,ORCCAdlYtHNN3KH,introduction,Introduction,section-point-slope-form.ptx
,ORCCA9g3F8DZV4H,introduction,Introduction,section-point-slope-form.ptx
,ORCCAXPyHgLhb48,introduction,Introduction,section-point-slope-form.ptx
section-standard-form,ORCCAFGIrfXypY9,section,Standard Form,section-standard-form.ptx
,ORCCAx7778vSZm8,introduction,Introduction,section-standard-form.ptx
,ORCCAV8EzBJXBSU,subsection,Standard Form Definition,section-standard-form.ptx
,ORCCAPpkHa2dxuV,subsection,The Importance of x- and y-Intercepts,section-standard-form.ptx
,ORCCAjokYxmI73t,introduction,Introduction,section-standard-form.ptx
subsection-transforming-between-standard-form-and-slope-intercept-form,ORCCAsAOuPh4NQ4,subsection,Transforming between Standard Form and Slope-Intercept Form,section-standard-form.ptx
,ORCCAw2uqStktq9,exercises,,section-standard-form.ptx
,ORCCAwfnCAqVXTd,introduction,Introduction,section-standard-form.ptx
,ORCCAL8OVUlorSd,introduction,Introduction,section-standard-form.ptx
,ORCCAvWLH60xThg,introduction,Introduction,section-standard-form.ptx
,ORCCA6fJ5mQ8P59,introduction,Introduction,section-standard-form.ptx
,ORCCAwV5gRhJ37I,introduction,Introduction,section-standard-form.ptx
section-geometry-of-lines,ORCCAfp4qSGd99m,section,Geometry of Lines,section-geometry-of-lines.ptx
,ORCCAndggFIY1dF,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAKf7uJGVV15,subsection,Horizontal Lines and Vertical Lines,section-geometry-of-lines.ptx
subsection-parallel-lines,ORCCAXcVg11glps,subsection,Parallel Lines,section-geometry-of-lines.ptx
,ORCCAV1BRIfXNVj,subsection,Perpendicular Lines,section-geometry-of-lines.ptx
,ORCCAwKEoG5gAmJ,exercises,,section-geometry-of-lines.ptx
,ORCCAo2qRsLvl4x,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAJeAAHywbsM,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAzeuatbvZug,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAJApJNqzZIb,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAcN5kZIusiD,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAsBytTROpZP,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCArg6O3Yq03v,introduction,Introduction,section-geometry-of-lines.ptx
section-strategies-for-graphing-lines,ORCCAR8uDIbekYI,section,Strategies for Graphing Lines,section-strategies-for-graphing-lines.ptx
,ORCCAtDiJbUMzVO,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCAO5rYoVXvbW,subsection,Graphing Lines in Slope-Intercept Form,section-strategies-for-graphing-lines.ptx
,ORCCAkbpZh17kma,subsection,Graphing Lines in Point-Slope Form,section-strategies-for-graphing-lines.ptx
,ORCCA5OY7prFSfG,subsection,Graphing Lines in Standard Form,section-strategies-for-graphing-lines.ptx
,ORCCAjQgmcmDaEh,subsection,Graphing Horizontal and Vertical Lines,section-strategies-for-graphing-lines.ptx
,ORCCAmydAUMTsq3,exercises,,section-strategies-for-graphing-lines.ptx
,ORCCA8wIrlUMVRS,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCARa5o1BuwpD,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCALNxveZy3hO,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCA5MwASuVDVA,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCADFGk6cBR1u,introduction,Introduction,section-strategies-for-graphing-lines.ptx
review-graphing-lines,ORCCAhSNUTNAnGl,section,Graphing Lines Chapter Review,review-graphing-lines.ptx
,ORCCAqz2HlenfnZ,introduction,Introduction,review-graphing-lines.ptx
,ORCCAQMWbYYy8XY,introduction,Introduction,review-graphing-lines.ptx
,ORCCA9cw99YxTwU,introduction,Introduction,review-graphing-lines.ptx
,ORCCACxzz4S6dI4,introduction,Introduction,review-graphing-lines.ptx
,ORCCACzcB7mvRKd,introduction,Introduction,review-graphing-lines.ptx
,ORCCACPQ5fd700q,introduction,Introduction,review-graphing-lines.ptx
,ORCCA6ClvPxBXHZ,introduction,Introduction,review-graphing-lines.ptx
,ORCCAfeLXmnKDKH,introduction,Introduction,review-graphing-lines.ptx
,ORCCA4hxM9IDKFf,introduction,Introduction,review-graphing-lines.ptx
,ORCCAZJZmDZkVPJ,introduction,Introduction,review-graphing-lines.ptx
,ORCCAXdoHggVN1V,introduction,Introduction,review-graphing-lines.ptx
,ORCCAsWVU2qFizA,introduction,Introduction,review-graphing-lines.ptx
,ORCCAlNRftsiLql,introduction,Introduction,review-graphing-lines.ptx
,ORCCAZAGMksWyzb,introduction,Introduction,review-graphing-lines.ptx
,ORCCAUS8S1LioXf,introduction,Introduction,review-graphing-lines.ptx
,ORCCAi5qAg4Cxb8,introduction,Introduction,review-graphing-lines.ptx
,ORCCAZOQr8999DY,introduction,Introduction,review-graphing-lines.ptx
,ORCCAjKlInpGKa8,introduction,Introduction,review-graphing-lines.ptx
,ORCCAChyMbUiWxY,introduction,Introduction,review-graphing-lines.ptx
,ORCCA3JladYOWY4,introduction,Introduction,review-graphing-lines.ptx
,ORCCAnwNb2oa8QY,exercises,Review Exercises for,review-graphing-lines.ptx
,ORCCAY8W7NbQP9E,introduction,Introduction,review-graphing-lines.ptx
,ORCCA5Lmv5Tc71D,introduction,Introduction,review-graphing-lines.ptx
,ORCCAIl6aAq6ojd,introduction,Introduction,review-graphing-lines.ptx
,ORCCAdJ45lQkbdM,introduction,Introduction,review-graphing-lines.ptx
,ORCCAdSQESmdPtG,introduction,Introduction,review-graphing-lines.ptx
,ORCCAI018f6pBm3,introduction,Introduction,review-graphing-lines.ptx
,ORCCAjG0JknMezJ,introduction,Introduction,review-graphing-lines.ptx
,ORCCAvWp40l6cE0,introduction,Introduction,review-graphing-lines.ptx
,ORCCAOy1sFc6Fyu,introduction,Introduction,review-graphing-lines.ptx
,ORCCAFyhPT1w4le,introduction,Introduction,review-graphing-lines.ptx
,ORCCAtTh7MW8paa,introduction,Introduction,review-graphing-lines.ptx
,ORCCA5d3tquqSS1,introduction,Introduction,review-graphing-lines.ptx
,ORCCApploN2V3Ve,introduction,Introduction,review-graphing-lines.ptx
,ORCCAwWoFgJxshe,introduction,Introduction,review-graphing-lines.ptx
,ORCCATj7CN0aHuB,introduction,Introduction,review-graphing-lines.ptx
,ORCCA79C5RWqlxR,introduction,Introduction,review-graphing-lines.ptx
,ORCCA8gmgsxx5B3,introduction,Introduction,review-graphing-lines.ptx
,ORCCAIKZRoohvV2,introduction,Introduction,review-graphing-lines.ptx
,ORCCAhDYmdnNDDz,introduction,Introduction,review-graphing-lines.ptx
,ORCCA4UOdx5LNCv,introduction,Introduction,review-graphing-lines.ptx
,ORCCAH86QjRwpCP,introduction,Introduction,review-graphing-lines.ptx
,ORCCAw1W0gySa5S,introduction,Introduction,review-graphing-lines.ptx
,ORCCAcO0eUzZv0q,introduction,Introduction,review-graphing-lines.ptx
,ORCCAzpLyx0vN5I,introduction,Introduction,review-graphing-lines.ptx
,ORCCADKrIDf009q,introduction,Introduction,review-graphing-lines.ptx
,ORCCAuWK83ywzKd,introduction,Introduction,review-graphing-lines.ptx
,ORCCA1ETSF1LAfG,introduction,Introduction,review-graphing-lines.ptx
,ORCCA5SxbxoDkWD,introduction,Introduction,review-graphing-lines.ptx
,ORCCArDeFZtq1si,introduction,Introduction,review-graphing-lines.ptx
,ORCCAYfwoyT4kOd,introduction,Introduction,review-graphing-lines.ptx
chapter-systems-of-two-linear-equations,ORCCAe5WaeQD89m,chapter,Systems of Two Linear Equations,chapter-systems-of-two-linear-equations.ptx
,ORCCAdGB2urSMAz,introduction,Introduction,chapter-systems-of-two-linear-equations.ptx
section-solving-a-system-by-graphing,ORCCAuW8Qvz1guf,section,Solving a System by Graphing,section-solving-a-system-by-graphing.ptx
,ORCCAh4MFhGjlLz,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCA6ciq3t9X84,subsection,Systems of Two Linear Equations in Two Variables,section-solving-a-system-by-graphing.ptx
,ORCCANFKRWtY5zM,subsection,Solving a System of Equations by Graphing,section-solving-a-system-by-graphing.ptx
,ORCCAr794UqaBPk,introduction,Introduction,section-solving-a-system-by-graphing.ptx
subsection-special-systems-of-equations,ORCCAY8YtqSyZHS,subsection,Special Systems of Equations,section-solving-a-system-by-graphing.ptx
,ORCCAxEWm83cQFH,exercises,,section-solving-a-system-by-graphing.ptx
,ORCCARMLNDuUE8h,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCA2Qcqt8q3rM,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAmxOk7YYqEa,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCARXFXlW4myg,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCA9tpNdqGKH2,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAYXCuACecPM,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCA3L4W5WyhQX,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAusqdN4PdPF,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAv60MNUdSsJ,introduction,Introduction,section-solving-a-system-by-graphing.ptx
section-substitution,ORCCAYGDPtpFQ2D,section,Substitution,section-substitution.ptx
,ORCCACA6tkWXiK6,introduction,Introduction,section-substitution.ptx
,ORCCAg5HomdKrMg,subsection,Substitution,section-substitution.ptx
,ORCCA22HgoxHLpF,introduction,Introduction,section-substitution.ptx
,ORCCAOYvdHkn2XT,subsection,Applications,section-substitution.ptx
,ORCCAtMrv4BLsVK,introduction,Introduction,section-substitution.ptx
subsection-special-systems-of-equations-substitution,ORCCAjkjgwbb0BB,subsection,Solving Special Systems of Equations with Substitution,section-substitution.ptx
,ORCCA9AlWZZGngQ,exercises,,section-substitution.ptx
,ORCCAMLu1f4oTYi,introduction,Introduction,section-substitution.ptx
section-elimination,ORCCAZ1JEI79HXB,section,Elimination,section-elimination.ptx
,ORCCARtYpFzG44G,introduction,Introduction,section-elimination.ptx
,ORCCAJWcezlGhPi,subsection,Solving Systems of Equations by Elimination,section-elimination.ptx
,ORCCAFKkJZL5byB,introduction,Introduction,section-elimination.ptx
,ORCCAPCn2ILMWHt,introduction,Introduction,section-elimination.ptx
,ORCCA0u5MufyNlB,introduction,Introduction,section-elimination.ptx
,ORCCAWydH0ZLlMz,subsection,Solving Special Systems of Equations with Elimination,section-elimination.ptx
,ORCCAae4KWcZjLX,subsection,Substitution versus Elimination,section-elimination.ptx
,ORCCAYvGM4ZgYLb,exercises,,section-elimination.ptx
,ORCCAwS5zra1c60,introduction,Introduction,section-elimination.ptx
review-systems-of-linear-equations,ORCCAKOzvfmEshx,section,Systems of Two Linear Equations Chapter Review,review-systems-of-linear-equations.ptx
,ORCCAJzBZ8Ia9ZX,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAtfWTJIAPd5,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAbBLoFEATTi,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCALJHdCbpc55,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAZkq9h7Edii,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAO7LGZP8J9z,exercises,Review Exercises for,review-systems-of-linear-equations.ptx
,ORCCAU9MNxiSFGc,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCA4rB3Ece5KE,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAMp1f3B6h5T,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAbHt6B9KLTQ,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAVG5DuHb3aj,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAgRFh4OT3cz,introduction,Introduction,review-systems-of-linear-equations.ptx
part-preparation-for-stem,ORCCAI3AbGjF0Nb,part,Preparation for STEM,orcca.ptx
chapter-exponents-and-polynomials,ORCCAado2BGf1S3,chapter,Exponents and Polynomials,chapter-exponents-and-polynomials.ptx
,ORCCAwgbDXdZgxo,introduction,Introduction,chapter-exponents-and-polynomials.ptx
section-adding-and-subtracting-polynomials,ORCCAbVoZuimPNm,section,Adding and Subtracting Polynomials,section-adding-and-subtracting-polynomials.ptx
,ORCCAuvqnwUkJcm,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCA8xoIYTlsTN,subsection,Polynomial Vocabulary,section-adding-and-subtracting-polynomials.ptx
,ORCCAOGZcakPmsM,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCABxwk7nvML5,subsection,Adding and Subtracting Polynomials,section-adding-and-subtracting-polynomials.ptx
,ORCCAmhK15fTKP7,subsection,Evaluating Polynomial Expressions,section-adding-and-subtracting-polynomials.ptx
,ORCCA5hX7PYjYrp,exercises,,section-adding-and-subtracting-polynomials.ptx
,ORCCA48Zp7bLq6T,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAFlbVTUjWhF,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAsxDXzzqyps,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAS3JjuTGWeO,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAwdVwQeYihq,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCA5i2DUU5Ws2,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAatzxeeui1g,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCA9HSGC5btar,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCANZArQaRTQi,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCA40IS99q2MB,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAUinJeYzkzR,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAjbrBAiBDo9,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
section-introduction-to-exponent-properties,ORCCAQKBRa7FT6m,section,Introduction to Exponent Rules,section-introduction-to-exponent-properties.ptx
,ORCCAyB3JtFV7Vw,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAiEUW3y6R8H,subsection,Exponent Basics,section-introduction-to-exponent-properties.ptx
,ORCCAlbAGk8cyxZ,subsection,Exponent Rules,section-introduction-to-exponent-properties.ptx
,ORCCAYXICLLbq6g,paragraphs,Product Rule,section-introduction-to-exponent-properties.ptx
,ORCCA1lP188gqZw,paragraphs,Power to a Power Rule,section-introduction-to-exponent-properties.ptx
,ORCCA6neOMuhD0j,paragraphs,Product to a Power Rule,section-introduction-to-exponent-properties.ptx
,ORCCAD1oohnAwIH,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAzJB2vjufWz,exercises,,section-introduction-to-exponent-properties.ptx
,ORCCAuvszvmH1dd,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAMW7wi5QNzv,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAVtXxWKbaEm,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAau9MjHSydD,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAHPw8stpvsJ,introduction,Introduction,section-introduction-to-exponent-properties.ptx
section-dividing-by-a-monomial,ORCCAqRdJCsJVhR,section,Dividing by a Monomial,section-dividing-by-a-monomial.ptx
,ORCCAfqMfAVw19J,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCAIxfmIOq0ny,subsection,Quotient of Powers Property,section-dividing-by-a-monomial.ptx
,ORCCAKTEZJNIiEE,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCA557TrGQOzq,subsection,Dividing a Polynomial by a Monomial,section-dividing-by-a-monomial.ptx
,ORCCA4v0tXZ3iHt,exercises,,section-dividing-by-a-monomial.ptx
,ORCCAHGaM3tagos,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCAJ411XHEr8i,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCAxrENfOL9nS,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCALPAwpNMytz,introduction,Introduction,section-dividing-by-a-monomial.ptx
section-multiplying-polynomials,ORCCAueaNwiVP41,section,Multiplying Polynomials,section-multiplying-polynomials.ptx
,ORCCAPa1Typto3B,introduction,Introduction,section-multiplying-polynomials.ptx
,ORCCAly7rWSN5QR,subsection,Review of the Distributive Property,section-multiplying-polynomials.ptx
subsection-approaches-to-multiplying-binomials,ORCCAAkCIq8mfZH,subsection,Multiplying Binomials,section-multiplying-polynomials.ptx
,ORCCAwwIS3GNeYK,paragraphs,Multiplying Binomials Using Distribution,section-multiplying-polynomials.ptx
,ORCCAx9F65TmUuG,paragraphs,Multiplying Binomials Using FOIL,section-multiplying-polynomials.ptx
,ORCCAr43OT6TAzD,paragraphs,Multiplying Binomials Using Generic Rectangles,section-multiplying-polynomials.ptx
,ORCCAyGC1XL4vpG,subsection,Multiplying Polynomials Larger Than Binomials,section-multiplying-polynomials.ptx
,ORCCA9mn3V6YD0b,exercises,,section-multiplying-polynomials.ptx
,ORCCA5DUPzjHhcF,introduction,Introduction,section-multiplying-polynomials.ptx
,ORCCAxVDiiuWr8d,introduction,Introduction,section-multiplying-polynomials.ptx
,ORCCAsDRRxrOOMq,introduction,Introduction,section-multiplying-polynomials.ptx
,ORCCASPOnT1RjjF,introduction,Introduction,section-multiplying-polynomials.ptx
section-special-patterns-with-multiplying-polynomials,ORCCA6qT88N3dkA,section,Special Patterns with Multiplying Polynomials,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCAvgHSeNOiO8,introduction,Introduction,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCA4txdCLzVrL,subsection,Squaring a Binomial,section-special-patterns-with-multiplying-polynomials.ptx
