Strand,Sub-Strand,Specific Learning Outcome,Grade 11 Core Maths Equivalent,Grade 10 Core Maths Equivalent
Numbers and Algebra,Quadratic Expressions and Equations,Form quadratic expressions from real life,,Form quadratic expressions from different situations
Numbers and Algebra,Quadratic Expressions and Equations,Solve quadratic equations using the quadratic formula,Solve quadratic equations using the quadratic formula
Numbers and Algebra,Quadratic Expressions and Equations,Apply quadratic equations in real life situations,Apply quadratic equations in real-life situations,Apply quadratic equations to real life situations
Numbers and Algebra,Quadratic Expressions and Equations,Appreciate the use of quadratic equations in real life,Appreciate the application of quadratic equations in real-life situations,Explore the use of quadratic equations in real life situations
Numbers and Algebra,Matrices,Determine the position of elements and order of matrices in different situations
Numbers and Algebra,Matrices,Perform addition and subtraction of compatible matrices,Perform addition and subtraction of compatible matrices
Numbers and Algebra,Matrices,Multiply matrices by a scalar in different situations
Numbers and Algebra,Matrices,Perform combined operations of matrices in different situations
Numbers and Algebra,Matrices,Embrace the use of matrices in real life situations,Explore the use of matrices in real life situations
Numbers and Algebra,Variations,Identify direct and inverse variations of different quantities
Numbers and Algebra,Variations,Determine inverse and direct variations of different quantities
Numbers and Algebra,Variations,Determine joint and combined variations in different situations
Numbers and Algebra,Variations,"Apply direct, inverse, joint, and combined variations to real life situations"
Numbers and Algebra,Variations,Appreciate the use of direct and inverse variations in day to day life
Numbers and Algebra,Series and Sequence,Determine the missing term in a sequence,Determine nth term in a number sequences
Numbers and Algebra,Series and Sequence,Determine the first term and common difference of an arithmetic sequence or series ,Determine terms and common difference in an arithmetic sequence and series
Numbers and Algebra,Series and Sequence,Determine the n-th term in an arithmetic squence in different situations,Determine nth term in a number sequences
Numbers and Algebra,Series and Sequence,Calculate the sum of n terms of an arithmetic progression,Determine the sum of terms in arithmetic and geometric series
Numbers and Algebra,Series and Sequence,Apply arithmetic progression in real life situations,Apply sequences and series to real-life situations
Numbers and Algebra,Series and Sequence,Value the use of series and sequence in day to day life,Appreciate the use of sequences and series in real life
Measurement and Geometry,Approximation and Error,Estimate measurements of different quantities in different life situation
Measurement and Geometry,Approximation and Error,Calculate errors arising from estimations and measurements,Determine errors from measurements of quantities
Measurement and Geometry,Approximation and Error,Compute percentage error from estimations and measurements
Measurement and Geometry,Approximation and Error,Apply errors and approximation to real life situations
Measurement and Geometry,Approximation and Error,Reflects on effects of errors in estimates and measurements of quantities
Measurement and Geometry,"Distance, time, and speed","Explain the terms distance, time, and speed in real life",,"Explain the terms distance, displacement, speed, velocity and acceleration in real-life situations"
Measurement and Geometry,"Distance, time, and speed",Determine speed and velocity in real life situations
Measurement and Geometry,"Distance, time, and speed",Determine acceleration of an object in motion
Measurement and Geometry,"Distance, time, and speed",Compute relative motions of two bodies moving in the same and opposite directions,,Determine relative speed of two moving bodies in different situations
Measurement and Geometry,"Distance, time, and speed",Apply relative motion in real life situations
Measurement and Geometry,"Distance, time, and speed",Apprecate the importance of relative motion in day to day life,,Appreciate use of linear motion in real-life situations
Measurement and Geometry,Commercial Arithmetic II,Identify the imported and exported goods in Kenya
Measurement and Geometry,Commercial Arithmetic II,Compute the export duty charge on different goods exported from Kenya 
Measurement and Geometry,Commercial Arithmetic II,Calculate the custom value of imported goods in Kenya
Measurement and Geometry,Commercial Arithmetic II,Compute the import duty charges on different goods
Measurement and Geometry,Commercial Arithmetic II,Calculate excise duty for imported goods 
Measurement and Geometry,Commercial Arithmetic II,Compute VAT charges on imported goods
Measurement and Geometry,Commercial Arithmetic II,Appreciate the role of custom duty in Kenya
Measurement and Geometry,Rotation,Determine properties of rotation in different situations,,Determine properties of rotation in different situations
Measurement and Geometry,Rotation,Rotate an object on the plane given the angle and the centre of rotation,,Rotate an object given the centre and angle of rotation on a plane surface and the Cartesian plane
Measurement and Geometry,Rotation,Determine the centre and the angle of rotation given the object and its image,,Determine the centre and angle of rotation given an object and its image
Measurement and Geometry,Rotation,Determine the order of rotational symmetry of plane figures,,Determine the order of rotational symmetry of plane figures
Measurement and Geometry,Rotation,Appreciate the application of rotation in real life situations,,Appreciate the application of rotation in real-life situations
Measurement and Geometry,Scale Drawing,Write linear scales in statement and ratio form in different situations
Measurement and Geometry,Scale Drawing,Interprate linear scales in statement and ratio form in different situations
Measurement and Geometry,Scale Drawing,Convert linear scale from statement to ratio foram and from ratio form to statement form
Measurement and Geometry,Scale Drawing,Determine the bearing of a point from a point
Measurement and Geometry,Scale Drawing,Make scale drawings in different situations 
Measurement and Geometry,Scale Drawing,Apply scale drawings in real life situations
Measurement and Geometry,Scale Drawing,Recognise the use of scale drawings in maps
Statistics and Probability,Statistics II,Collect data from immediate environment,,Collect data from real-life sources
Statistics and Probability,Statistics II,Group and represent the data in a frequency distribution table,,Draw a frequency distribution table for grouped and ungrouped data
Statistics and Probability,Statistics II,"Determine mean, mode, and median of the grouped data",,"Determine mean, mode and median of grouped and ungrouped data"
Statistics and Probability,Statistics II,Present grouped data using histogram,, 
Statistics and Probability,Statistics II,Apply measures of central tendency in real life situations
Statistics and Probability,Statistics II,Embrace the use of measures of central tendency in everyday life
Statistics and Probability,Probability II,Perform experiments involving probabilities in different situations,,Perform experiments involving probabilities in different situations
Statistics and Probability,Probability II,Identify the range of probability in different situations,,Identify the range of probability in different situations
Statistics and Probability,Probability II,Generate probability space of different events,,Generate probability space of different events
Statistics and Probability,Probability II,Determine the probability of mutually exclusive and independent events,Determine probability of mutually exclusive and independent events,Determine the probability of mutually exclusive and independent events
Statistics and Probability,Probability II,Determine probability of different events using tree diagrams,Calculate probabilities using tree diagrams,Determine the probability of independent events using tree diagrams
Statistics and Probability,Probability II,Appreciate the application of probability in real life situations,Appreciate the application of probability in day-to-day life,Appreciate the application of probability in real life situations
































,,, 
